Isolaadid,zb-1,zb-2,zb-3,zb-4,zb-5,zb-6,zb-7
Kan_245,0.03482857142857,0.07482857142857,0.11782857142857,0.23182857142857,0.22782857142857,0.19382857142857,
Kan_235,0.03482857142857,0.07382857142857,0.11382857142857,0.19782857142857,0.29882857142857,0.33282857142857,
Kan_230,0.02382857142857,0.06882857142857,0.11882857142857,0.21582857142857,0.25182857142857,0.32582857142857,
Kan_261,0.00582857142857,0.04082857142857,0.09382857142857,0.19182857142857,0.23082857142857,0.25382857142857,
Kan_216,0.02882857142857,0.06782857142857,0.10882857142857,0.20682857142857,0.22082857142857,0.31082857142857,
Kan_210,0.02482857142857,0.05582857142857,0.12582857142857,0.22082857142857,0.24982857142857,0.32582857142857,
Kan_211,0.02882857142857,0.07582857142857,0.11682857142857,0.21282857142857,0.25782857142857,0.28982857142857,
Kan_212,0.04982857142857,0.08982857142857,0.11682857142857,0.19182857142857,0.25882857142857,0.31482857142857,
Kan_263,-0.00217142857143,0.02182857142857,0.06482857142857,0.17782857142857,0.21282857142857,0.33482857142857,
Kan_255,0.02182857142857,0.06682857142857,0.10682857142857,0.21782857142857,0.27282857142857,0.34782857142857,
Kan_253,0.02182857142857,0.05382857142857,0.09482857142857,0.18082857142857,0.23682857142857,0.29482857142857,
Kan_257,0.01482857142857,0.04982857142857,0.08982857142857,0.21482857142857,0.24382857142857,0.27282857142857,
Kan_240,0.02582857142857,0.06482857142857,0.10682857142857,0.22982857142857,0.26682857142857,0.32882857142857,
Kan_260,0.00682857142857,0.02082857142857,0.05182857142857,0.16282857142857,0.23182857142857,0.28482857142857,
Kan_254,0.04282857142857,0.08382857142857,0.10682857142857,0.19182857142857,0.27082857142857,0.27482857142857,
Nor_262,0.04482857142857,0.08582857142857,0.12082857142857,0.20182857142857,0.27582857142857,0.29682857142857,
Nor_293,0.00182857142857,0.00182857142857,0.00182857142857,0.00482857142857,0.01382857142857,0.02082857142857,
Nor_300,-0.00117142857143,-0.00117142857143,-0.00117142857143,-0.00017142857143,-0.00017142857143,-0.00017142857143,
Nor_305,0.02482857142857,0.04682857142857,0.07282857142857,0.16082857142857,0.22482857142857,0.28482857142857,
Nor_294,0.03682857142857,0.05982857142857,0.08782857142857,0.20482857142857,0.27382857142857,0.29982857142857,
Nor_275,0.00982857142857,0.04182857142857,0.07282857142857,0.15882857142857,0.22382857142857,0.25482857142857,
Nor_301,0.03482857142857,0.06082857142857,0.08682857142857,0.19282857142857,0.26582857142857,0.29482857142857,
Nor_308,0.00782857142857,0.00982857142857,0.01082857142857,0.07582857142857,0.29282857142857,0.45382857142857,
Nor_323,0.04082857142857,0.08082857142857,0.10482857142857,0.17782857142857,0.23082857142857,0.29782857142857,
Nor_268,-0.00017142857143,0.00082857142857,0.00082857142857,0.01282857142857,0.11582857142857,0.19182857142857,
Nor_325,0.00982857142857,0.01882857142857,0.03482857142857,0.15782857142857,0.22282857142857,0.25382857142857,
Nor_292,0.02382857142857,0.05382857142857,0.08082857142857,0.15282857142857,0.23282857142857,0.30382857142857,
Nor_311,0.05782857142857,0.10282857142857,0.13882857142857,0.25182857142857,0.34582857142857,0.38382857142857,
Nor_276,0.01682857142857,0.04382857142857,0.07982857142857,0.16582857142857,0.26482857142857,0.30482857142857,
Nor_277,0.00182857142857,0.00682857142857,0.01482857142857,0.20482857142857,0.29882857142857,0.41582857142857,
Nor_285,0.14182857142857,0.17482857142857,0.20082857142857,0.27382857142857,0.29782857142857,0.39282857142857,
Nor_280,0.02282857142857,0.05982857142857,0.11182857142857,0.22082857142857,0.24882857142857,0.31282857142857,
Nor_289,-0.00217142857143,0.01682857142857,0.05382857142857,0.19682857142857,0.15182857142857,0.29582857142857,
Nor_299,0.00482857142857,0.00582857142857,0.00582857142857,0.00682857142857,0.04482857142857,0.14482857142857,
Nor_309,0.03882857142857,0.07382857142857,0.11182857142857,0.21182857142857,0.23082857142857,0.21782857142857,
Nor_281,0.01282857142857,0.04782857142857,0.08682857142857,0.18482857142857,0.26682857142857,0.35382857142857,
Nor_287,-0.00017142857143,0.00082857142857,0.00182857142857,0.03182857142857,0.12682857142857,0.27382857142857,
Nor_316,0.01682857142857,0.04382857142857,0.08282857142857,0.17182857142857,0.22682857142857,0.30282857142857,
Nor_313,0.04882857142857,0.08382857142857,0.12982857142857,0.22682857142857,0.25482857142857,0.29582857142857,
Nor_291,0.20582857142857,0.26682857142857,0.32582857142857,0.48682857142857,0.63482857142857,0.75082857142857,
Nor_307,0.13382857142857,0.19982857142857,0.24882857142857,0.35282857142857,0.48482857142857,0.54382857142857,
Nor_303,0.00482857142857,0.02582857142857,0.05682857142857,0.12882857142857,0.18582857142857,0.32082857142857,
Nor_288,0.00782857142857,0.04782857142857,0.10282857142857,0.24482857142857,0.44482857142857,0.52582857142857,
Nor_269,0.01482857142857,0.04182857142857,0.08282857142857,0.17682857142857,0.20582857142857,0.29582857142857,
Nor_321,0.04782857142857,0.09082857142857,0.13882857142857,0.22982857142857,0.09382857142857,0.04282857142857,
Nor_272,0.02682857142857,0.06582857142857,0.10982857142857,0.26882857142857,0.30082857142857,0.41682857142857,
Amp_253,0.08682857142857,0.13282857142857,0.16982857142857,0.21882857142857,0.25082857142857,0.26082857142857,
Amp_208,0.03782857142857,0.06782857142857,0.10682857142857,0.19282857142857,0.29582857142857,0.35182857142857,
Amp_207,0.06582857142857,0.08382857142857,0.11982857142857,0.20582857142857,0.14782857142857,0.10682857142857,
Amp_215,0.01582857142857,0.04382857142857,0.06682857142857,0.15982857142857,0.20882857142857,0.22782857142857,
Amp_204,0.07882857142857,0.09982857142857,0.12082857142857,0.19582857142857,0.21382857142857,0.29482857142857,
Amp_250,0.09182857142857,0.13582857142857,0.18882857142857,0.45082857142857,0.69482857142857,0.78782857142857,
Amp_213,0.01982857142857,0.05082857142857,0.09082857142857,0.18982857142857,0.25182857142857,0.32982857142857,
Amp_204,0.18082857142857,0.22682857142857,0.29982857142857,0.47382857142857,0.48382857142857,0.49882857142857,
Amp_216,0.23182857142857,0.26682857142857,0.29982857142857,0.44682857142857,0.45982857142857,0.52182857142857,
Amp_248,0.21382857142857,0.25082857142857,0.28482857142857,0.40582857142857,0.44982857142857,0.59582857142857,
Amp_201,0.13182857142857,0.18982857142857,0.21382857142857,0.27782857142857,0.26682857142857,0.28682857142857,
Amp_255,0.25082857142857,0.31782857142857,0.36182857142857,0.52682857142857,0.54382857142857,0.52382857142857,
Amp_224,0.16082857142857,0.21182857142857,0.26682857142857,0.42382857142857,0.54882857142857,0.60382857142857,
